Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
karena tidak percaya diri juga kayak bukti kisah kisah profesor yahudi masuk islam karena takjub telah teliti bla bla bla masih suka seliwer di grup wa,0,0,0,0,0,0,0,0,0,0,0,0
1 riah acara temu masyarakat indonesia dengan gubernur di konsulat jenderal republik indonesia istanbul khusus kepada para ajar bapak gubernur pesan agar bangun jaring dahulu belum kembali ke indonesia,0,0,0,0,0,0,0,0,0,0,0,0
zaman pak susilo bambang yudhoyono partai indonesia tidak rajalela ganas sepe i masa sekarang,1,0,1,0,0,0,0,0,1,1,0,0
csis bohong jangan harp menang 2019 cih uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
jangan soal soal ambil kursi di cafe saja manjaaaaa tidak ketulungan,0,0,0,0,0,0,0,0,0,0,0,0
dulu kan aku selalu twit be right back alhamdulillah sebab aku ingat be right back itu sendawa kenyang haha sori tapi sekarang tahu lah be right back ececeh ikut wajib tahu,0,0,0,0,0,0,0,0,0,0,0,0
mundur dari sekarang pak gatot amp saing sehat dengan pak jokowi,1,0,1,0,0,0,0,0,1,1,0,0
benar yang teriak 2019 ganti presiden itu 1 mau presiden nya dari militer 2 apa ada opsi lain calon presiden dari sipil kita alam 2 mantan presiden dari militer yang hasil 1 krisis moneter 1998 2 mega proyek yang mangkrak jadi tak salah,0,0,0,0,0,0,0,0,0,0,0,0
pe kakak es lagiiiii begitu lo pak ai sejati uniform resource locator,1,1,0,1,0,0,0,0,1,0,1,0
nama juga cari nafkah,1,1,1,0,0,0,0,0,1,1,0,0
tuju pakai banget dan dan sekretariat jenderal pcn pak ai nusantara,1,1,0,1,0,0,0,0,1,0,1,0
makan murah ya allah lis nih paling yahudi pernah makan pun 6 ringgit sobsssss sukanyaaaa,0,0,0,0,0,0,0,0,0,0,0,0
misal dalam tradisi semut yahudi ada yang nama bar dan banget mitzvah umur 12 13 iya sudah hitung dewasa jika ukur haid banyak gadis yang 10 iya sudah haid matang untuk kawin dan tradisi di hijaz bagaimana kawin usia berapa,0,0,0,0,0,0,0,0,0,0,0,0
benar orang macam mantan gue itu,1,1,1,0,0,0,0,0,1,1,0,0
ada warga negara indonesia turun arab yang justru juang untuk negara satu republik indonesia misal raden saleh pahlawan nasional habib abu bakar aktif dalam gera islam ar baswedan kakek anies baswedan anggota badan selidik usaha siap merdeka ri mar ie muhammad eks ke,0,0,0,0,0,0,0,0,0,0,0,0
sekretariat jenderal pbb seperti bagi dari saracen,1,0,1,0,0,0,0,0,1,1,0,0
saya suka video uniform resource locator ahok bebas anies makin puruk amp ancam gagal jadi gubernur jika sandi resmi,1,0,1,0,0,0,0,0,1,1,0,0
sudah rusak nusantara dari jaman majapahit dan terus langsung hingga kini lebih telah wadah oleh hati rekan dengan ide khilafah,1,1,0,1,0,0,0,0,1,0,1,0
pokok sudah,0,1,0,0,0,0,0,0,0,0,0,0
jiaaahh gue saja tidak pikir lah cuma karena warna kalau sempat ada yang pikir kayak begitu banget nya,0,1,0,0,0,0,0,0,0,0,0,0
kalau kh sama ruf bicara pada belaga pada belaga pilon masih sundul ganti presiden,1,1,0,1,0,0,1,0,0,0,1,0
3 tsrm ini juga hakim yang sebab mahkamah sekutu putus tukar agama tiga anak guru tadi sama indira gandhi muhammad ridwan abdullah hampir 10 tahun lalu daripada hindu kepada islam adalah batal dan tidak sah di sisi undang uji nasional,0,0,0,0,0,0,0,0,0,0,0,0
saya yakin kalau rakyat di suruh pilih spa harus di bubar pasti nya dewan wakil rakyat yang harus di bubar waduh tidak sesuai konstitusi uniform resource locator,1,0,0,1,0,0,0,0,1,0,1,0
tambah tidak punya mata baru tau,0,0,0,0,0,0,0,0,0,0,0,0
nyamuk,0,1,0,0,0,0,0,0,0,0,0,0
balas gue tidak balas mulu dasar,1,1,1,0,0,0,0,0,1,1,0,0
budaya demokrasi amerika serikat itu jauh lebih maju dari indonesia rakyat tahu beda mana yang privat mana yang publik mereka paham guna pesawat presiden itu lekat kepada lembaga presiden sangkut selamat amp aman presiden,0,0,0,0,0,0,0,0,0,0,0,0
orang punya saksi di kasus uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
saat ada tokoh yang bilang umat muslim di negeri ini te ekan bagai muslim saya lihat justru umat agama lain lebih te ekan jumlah paling besar justru bikin kita makin egois rasa punya hak lebih besar banding anut agama lain,0,0,0,0,0,0,0,0,0,0,0,0
aku nyanyi nanti aku nyanyi lingsir malam buat kamu ya iya the,0,0,0,0,0,0,0,0,0,0,0,0
,1,1,1,0,0,0,0,0,1,1,0,0
ganti casing saja padahal nyata akuisisi itu patungan dari beberapa bank ngilu banget dengar nya,0,0,0,0,0,0,0,0,0,0,0,0
dari sisi sadar gender tetangga belah sudah jauh lebih maju yang kerja istri suami urus anak cara ekonomi lumayan mobil 3 motor ninja 1 bagaimana di lingkung,0,0,0,0,0,0,0,0,0,0,0,0
giat kepala unit bina masyarakat polisi sektor singojuruh dalam rangka cipta kondisi aman dan kondusif jelang pilih kepala daerah klik di sini,0,0,0,0,0,0,0,0,0,0,0,0
apasal lah aku rindu eeeee betul lah,0,1,0,0,0,0,0,0,0,0,0,0
ahoker 11 12 jokower mereka makin surup rakus 2 periode karena itu 2019 ganti presiden gerak,1,1,0,1,0,0,0,0,1,0,1,0
20 3 kb si koneksi,1,1,1,0,0,0,0,0,1,1,0,0
drama drama sekarang akhir nya kenapa pada begini ya return lah ya misty lah gue belum tonton sampai akhir tapi dan,0,1,0,0,0,0,0,0,0,0,0,0
kamu dasar tidak bisa percaya omong,1,1,1,0,0,0,0,0,1,1,0,0
turut duka atas tinggal nya ceo thread starter kim song terima kasih sajangnim,0,0,0,0,0,0,0,0,0,0,0,0
ganti presiden ndasmu atos jangan umbar he,1,1,1,0,0,0,1,0,0,1,0,0
bangun industri dan iklim ikan di indonesia jauh lebih penting dan sulit banding ledak kapal kapal,0,0,0,0,0,0,0,0,0,0,0,0
malas gue baca,1,1,1,0,0,0,0,0,1,1,0,0
anak berontak tak layak jadi apa apa di negeri ini,1,0,1,0,0,0,0,0,1,1,0,0
keras suara kali pe sama guna pada zaman belanda ada masjid yang haram,0,0,0,0,0,0,0,0,0,0,0,0
detik ini juga bukti kamu lelaki,1,1,1,0,0,0,0,0,1,1,0,0
twit retweet dasar kena pajak partai demokrasi indonesia juang,0,0,0,0,0,0,0,0,0,0,0,0
fadli zoom politik sih politik tapi harus tahu bahwa ini negara satu republik indonesia yang ada sejarah jangan lupa untuk penting pribadi atau pak ainya sadar itu biar jangan kaco negara kita ini yuk bela atau bantu pak presiden jokowi untuk makmur,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
masalah urus negara dan rumah tangga itu tidak bisa sama coi jelas jauh beda jadi jangan buat terlalu sederhana juga,0,0,0,0,0,0,0,0,0,0,0,0
tuju ada islam nusantara di indonesia ada beberapa agama sekali saja di buat kristen protestan nusantara katolik nusantara buddha nusantara hindu nusantara dan agama lain ada nusantara biar seragam dan nkr,0,0,0,0,0,0,0,0,0,0,0,0
bandung sudah tidak butuh acara acara tiap akhir pekan atau tiap tanggal merah macet,1,1,0,1,0,0,0,0,1,0,1,0
presiden tuli makanya pimpin dengan tubruk tabrak dan dengar rakyat teriak lengser jokowi,1,1,1,0,0,0,1,0,0,1,0,0
model baju mr j kok mirip sama prabowo kenapa 2019 ganti presiden 2019 tetap jokowi,0,0,0,0,0,0,0,0,0,0,0,0
entah gue yang apa teman gue yang pintar tak tau deh,0,1,0,0,0,0,0,0,0,0,0,0
apa nih haha kamu kena ingat nor haha tempat kamu buat karipap kat dapur sana bukan tepi queen,0,0,0,0,0,0,0,0,0,0,0,0
maaf nih memang ada katolik nusantara,0,0,0,0,0,0,0,0,0,0,0,0
bising betul cina cina nih,1,1,0,1,0,1,0,0,0,0,1,0
tim sukses pasang calon pilih gubernur jawa timur 2018 apresiasi debat kandidat,0,0,0,0,0,0,0,0,0,0,0,0
nama a is boleh retweet tak akan nama yang indah nih tak boleh tunggang agama detected,0,0,0,0,0,0,0,0,0,0,0,0
bro jangan lupa jenguk gara gara asma dewi kamu menang kan,1,0,1,0,0,0,0,0,1,1,0,0
orang koe,1,1,1,0,0,0,0,0,1,1,0,0
jika bicara laptop dari cina dan jika maksud adalah made in cina maka hampir 90 laptop seluruh dunia asal dari cina,0,0,0,0,0,0,0,0,0,0,0,0
sebar bahaya laten int,0,0,0,0,0,0,0,0,0,0,0,0
umar bin khattab itu muslim sejati bela no 1 rasulullah dan islam khalifah teladan depan korban cinta rakyat fasih dan hafal al alquran sangat sederhana jujur tegas wibawa dan terus nah itu siapa enak sama sama,0,0,0,0,0,0,0,0,0,0,0,0
tiap kritik ke jokowi pasti anggap nyinyir sama kolam dan mau mereka itu kritik lalu ujung harus dukung 2 periode dan lo kritik tetapi tidak dukung a inya nyinyir dan itu haram begitu definisi kritik ala cebi dan dan nalar rusak parah,1,1,0,1,0,0,0,0,1,0,1,0
paling agenda juga sama tema boleh beda tuju tetap sama turun mau nya alat politik dengan kemas agama,1,0,1,0,1,0,0,0,0,1,0,0
dulu para pahlawan juang susah payah korban jiwa raga untuk usir jajah eh sekarang kok kita biar negeri ini jajah cina dengan mudah,1,0,0,1,0,1,0,0,0,0,1,0
macam jadi yang ramai di pilih kepala daerah yang lalu,0,0,0,0,0,0,0,0,0,0,0,0
kapten tim kalian menang dipe andingan akhir gara gara gagal menang kapten tim kami saat pe andingan lawan tim kalian di,0,0,0,0,0,0,0,0,0,0,0,0
tidak usah balik,1,1,1,0,0,0,0,0,1,1,0,0
min nge i inflasi tidak tak harus sarjana ekonomi untuk tahu dampak cetak uang tambah uang edar nek tidak nyanyi saja orang yen lagi taksir ra peduli dunia inflasi,0,0,0,0,0,0,0,0,0,0,0,0
indeks harga saham gabung buka kuat 17 22 poin atau 0 28 ke 6 302 98,0,0,0,0,0,0,0,0,0,0,0,0
anies sandi tidak bakal berani yakin,1,0,1,0,0,0,0,0,1,1,0,0
memang dia adalah begitu sudah bro,1,1,1,0,0,0,0,0,1,1,0,0
masuk teh daun jati cina 10 000 pack nhn orisinal double embos hn super 60 000 paket kecil,0,0,0,0,0,0,0,0,0,0,0,0
dan hebat nya tidak ada yang teriak cina,1,0,1,0,0,1,0,0,0,1,0,0
haha jangan terlalu keras bro kita tetap harga mereka yang tetap ingin ganti presiden walaupun mereka tidak pilih prabowo yang penting kita fokus dukung prabowo,0,0,0,0,0,0,0,0,0,0,0,0
nyata rakyat makin susah menteri daya beli hancur tukang tipu,1,1,1,0,0,0,0,0,1,1,0,0
kira kamu,0,1,0,0,0,0,0,0,0,0,0,0
hujan hujan goda itu ojek pengkol mau juga ngerojok aku kata sih abang daripada pusing tidak ada duit mending buang p,0,1,0,0,0,0,0,0,0,0,0,0
jawa timur anti hoaks anti ujar benci dan sara se a dukung pilih kepala daerah damai dari karyawan pt wkwk di tow benowo surabaya,0,0,0,0,0,0,0,0,0,0,0,0
twit ribu mang bukittinggi ranah bunda kandung the realm of matriarchal pikir pro calon wakil presiden presiden jokowi 2019 pilih twit ribu mang adalah,0,0,0,0,0,0,0,0,0,0,0,0
surat pemberitahuan tahun ahok dulu nasional demokrat susul dengan rekan nya yang dukung pasang calon nista agama dan tukang caci maki,1,1,0,1,0,0,0,0,1,0,1,0
pak tukang buru pulang pak saya mau mandi sudah kayak cantik ini,0,1,0,0,0,0,0,0,0,0,0,0
itu orang kalau suruh baca lks biologi dulu paling cuma lihat gambar gambar nya doang gambar macan gambar bunga gambar organ tubuh hehe,0,0,0,0,0,0,0,0,0,0,0,0
banget erel,1,1,1,0,0,0,0,1,0,1,0,0
sudah tegas bahwa enak rendang aku bukan pro lain pro tagonis,0,0,0,0,0,0,0,0,0,0,0,0
kok bisa begitu sih banget paypal,1,1,0,1,0,0,0,0,1,0,1,0
tomohon juga rupa pusat ajar agama kristen dan katolik ada tempat khusus untuk doa dan meditasi yang sebut bukit kasih buah tempat suci yang indah dan tenang tomohon international flower festival dia,0,0,0,0,0,0,0,0,0,0,0,0
ahok calon gubernur siap siap demo,1,0,1,0,0,0,0,0,1,1,0,0
syarat untuk guna chi harus tau apa yang sedang main oleh lawan harus tau materi yang sedang guna oleh lawan dan kita harus lebih pintar sudah begitu harus sudah selesai buku cerdas tangkas jilid 5b dan uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
tahun ini masyarakat adat badui serah hasil panen kepada jabat sementara bupati lebak ino si rawita dan gubernur banten wahidin halim seba baduy 2018,0,0,0,0,0,0,0,0,0,0,0,0
enak buat cowok uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
tidak mau dia tidak manusia,0,1,0,0,0,0,0,0,0,0,0,0
sudah tahu dia darat tapi masih saja kamu laden lalu saat dia paling kamu sebut dia sehat,0,1,0,0,0,0,0,0,0,0,0,0
wah sempat nih langsung deh manfaat buat pencitraaan oleh,0,0,0,0,0,0,0,0,0,0,0,0
biar lebih bagus daripada bisa dan prabowo 2 periode,0,1,0,0,0,0,0,0,0,0,0,0
kenapa selalu kata muslim bawa bawa sih memang buat sesuatu jadi lebih baik buruk atau istimewa enggak pernah dengar ada tulis buddha tulis kristen tulis ada tulis saja,0,0,0,0,0,0,0,0,0,0,0,0
ayo serbuuu persekusi dan presiden boleh ulama tuan guru bajang kiai said quraish shihab boleh rizieq persekusi memang rizieq nabi,1,0,1,0,0,0,0,0,1,1,0,0
beda tidak halang kami untuk be sayang read dari kiri agama katolik islam buddha vscocam,0,0,0,0,0,0,0,0,0,0,0,0
oke baik esok koi lancar bom atom dekat katil dia pukul 2 penting sok make sure iya keluar bilik iya esok k bye,0,0,0,0,0,0,0,0,0,0,0,0
kalau belah karena otak nya tidak jalan masih otot usaha suram ala indosat untuk beli maklum hidup hanya untuk nasi bungkus,0,0,0,0,0,0,0,0,0,0,0,0
beliau milik kriteria yang pas untuk jadi presiden ri 2019 2024,0,0,0,0,0,0,0,0,0,0,0,0
pecunio akan bawa kita lebih jauh ke arah tuju kita untuk bentuk pasar uang masa depan dan io initial coinoffering,0,0,0,0,0,0,0,0,0,0,0,0
sumpah subjek nih banyak,1,1,1,0,0,0,0,0,1,1,0,0
jangan mau sama eto dia,1,1,1,0,0,0,0,1,0,1,0,0
rokok akan lihat keren kalau asap keluar dari,0,1,0,0,0,0,0,0,0,0,0,0
mungkin jika presiden hanya bangun jawa maka beliau tidak perlu serang bagai isu miring sudah jadi biasa tapi indonesia bukan hanya jawa saya tuju dengan pak,0,0,0,0,0,0,0,0,0,0,0,0
karena sosial at publik sangat ketika orang akan jujur pada diri sendiri publik spe inya lebih suka bohong,0,0,0,0,0,0,0,0,0,0,0,0
benar saat ini partai adil sejahtera sedang alami dilema bagai buah simalakama mau aju presiden sendiri tidak bisa karena cuma punya 6 suara lagi pula partai adil sejahtera tidak punya satu kader yang baik populer dan cinta rakyat yang punya peluang menang,0,0,0,0,0,0,0,0,0,0,0,0
lama ini saham asai oleh buat bangun papua te inggal jauh padahal freepo sudah banyak raup untung dari hasil eksplorasi kaya alam papua freepo 51,0,0,0,0,0,0,0,0,0,0,0,0
indonesia lawyers club prabowo balas pantun apa tanggap anda hadap narasumber indonesia lawyers club yang satu ini,0,0,0,0,0,0,0,0,0,0,0,0
ulama yang tidak kenal,0,0,0,0,0,0,0,0,0,0,0,0
kalau soal harga gue rasa saja kalau beli starbak tidak mules,0,1,0,0,0,0,0,0,0,0,0,0
jangan ingat haha,0,1,0,0,0,0,0,0,0,0,0,0
keandra adalah sosok lelaki yang te arik dengan dua jenis gender dan juga aku ada dia anggap diri bagai lelaki tapi dia juga anggap bahwa norma gender itu tidak ada sehingga ia sering be ingkah laku layak,0,0,0,0,0,0,0,0,0,0,0,0
jangan besar besar kan sih itu nanti dia jumawa toh dia menang kemarin itu kita sama sama tahu 2019 ganti presiden,1,1,1,0,0,0,1,0,0,1,0,0
mulai panas partai indonesia,1,0,0,1,0,1,0,0,0,0,1,0
mari siap siap untuk bubar dewan wakil rakyat uniform resource locator,1,0,0,1,0,0,0,0,1,0,0,1
tolak bantu kata mereka,0,0,0,0,0,0,0,0,0,0,0,0
partai rakyat demokratik itu apa bukan,0,0,0,0,0,0,0,0,0,0,0,0
orang mancam kamu tidak di peluk di negeri ini gedong gede ngawur,1,1,1,0,0,0,0,0,1,1,0,0
dan dan buah nama dengar anna pikir sang dara di hadap adalah huni baru habis ia tak kenal tampil itu maaf diri perrault san dan dan nama anna kobayakawa mathilda san anna kini sama,0,0,0,0,0,0,0,0,0,0,0,0
yang makar omong zon suka adu domba dan bawa nama islam agama pegang hidup orang jangan sok suci kamu zon mulut dower banyak,1,1,1,0,0,0,1,0,0,1,0,0
jahat jahat manusia ialah mereka yang suka cari salah dan cela orang bagaimana lalat cari dari tempat tempat yang busuk quranhour,0,0,0,0,0,0,0,0,0,0,0,0
memang indosat,1,1,0,1,0,0,0,0,1,0,1,0
enak sama hyper sudah crot lanjut lagi uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
lagi bisnis biar saja yang penting 2019 ganti presiden presiden yang amanah siswi janji omong tidak impor malah serba impor tani negeri sendiri gigit jari ampun deh,1,0,1,0,0,0,0,0,1,1,0,0
wisma darul aman kerja lebih politik lah,1,1,0,1,0,0,0,1,0,0,1,0
balik cepat lah,1,1,1,0,0,0,0,0,1,1,0,0
mirip benar dengan cara cara dulu,0,0,0,0,0,0,0,0,0,0,0,0
cara luas pintu rezeki dakwah islam majelis taklim rezeki rejeki habib habib ustaz ulama kiai pesantren tarim meni jomlo,0,0,0,0,0,0,0,0,0,0,0,0
kamu manusia,1,1,1,0,0,0,0,1,0,1,0,0
enggak ada bunda pakai timun saja uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
presiden minta proyek strategis nasional 2017 segera rampung,0,0,0,0,0,0,0,0,0,0,0,0
karena sih anu juga sampai sekarang agama masih ragu tetapi kalau turut sih dia juga,1,1,1,0,1,0,0,0,0,1,0,0
agree on that master itu sama sekali bukan hina itu hanya istilah dan tidak milik sama sekali konotasi negatif dalam kata sebut,0,0,0,0,0,0,0,0,0,0,0,0
bicara sama,0,1,0,0,0,0,0,0,0,0,0,0
presiden hina kepala polisi republik indonesia menteri hukum dan hak asasi manusia menteri didik dan budaya menhan abu janda ansar baris serba guna semua diam ajaib,1,0,0,1,0,0,0,0,1,0,1,0
bidadari,0,0,0,0,0,0,0,0,0,0,0,0
kalau menang curang ya buat apa demokrasi jadi,0,0,0,0,0,0,0,0,0,0,0,0
hmmm saya cium aroma aroma dan pantas saja iya pergi kamu,1,1,1,0,0,0,0,1,0,1,0,0
donatur 212 jadi korban dan iya sih dia jadi korban tetapi korban dari biadab tipu 86 720 orang yang mau umrah nc,1,1,0,1,1,0,0,0,0,0,1,0
bro tolong goreng dengan teori konspirasi islamofobia oleh yahudi liberal,0,0,0,0,0,0,0,0,0,0,0,0
jangan biar perintah provinsi daerah khusus ibukota kerja sendiri mari kita dukung dan ikut bantu perintah provinsi dalam lawan cukong dan para koruptor dan satu kita teguh perintah provinsi daerah khusus ibukota sama warga daerah khusus ibukota jaka a lawan cukong dan para k,1,0,0,1,0,0,0,0,1,0,1,0
banget tidak sih gue jual,0,1,0,0,0,0,0,0,0,0,0,0
barang siapa bunuh orang mu ahid yang dapat jamin aman tanpa alas yang hak maka ia tidak akan cium wangi surga bahkan dari jarak empat puluh tahun jalan sekali pun hari ahmad khilafah ajar islam return the khilafah,0,0,0,0,0,0,0,0,0,0,0,0
ajar muslim agama tak ajar bunuh agar paham islam bukan agama ajar sesat sembah nyembah allah subhanahu wa taala biadab,1,1,0,1,1,0,0,0,0,0,1,0
ingin aduk aduk jawa tengah kayak daerah khusus ibukota tidak makan bisa kita sudah pandai dan ajar dari pilih kepala daerah jaka a,0,0,0,0,0,0,0,0,0,0,0,0
banget sih omong di atas bahas apa kamu jawab apa maaf tidak level debat sama kamu otak,1,1,1,0,0,0,0,0,1,1,0,0
dia itu darat sejati b kenapa a lihat saja kaos lacoste sandal crocs celana kolor crocodile benar,0,0,0,0,0,0,0,0,0,0,0,0
aduh memang ya sekolah katolik itu turut amp keluarga memang bagus makanya o kamu dulu juga sekolah anak anak nya masuk aku di sekolah katolik dan mau masuk sih adik di situ tapi jurus animasi maupun multimedia tidak ada di situ dan buka,0,0,0,0,0,0,0,0,0,0,0,0
ikut salah satu grup facebook pro tuan guru bajang sejak lama isi sekarang bla bla ulama masa depan bangsa dan lain lain dan bagai dan begitu tuan guru bajang dukung jokowi nama grup ganti jadi komando ulama,0,0,0,0,0,0,0,0,0,0,0,0
hidup kena kerja keras jangan harap kena suap,0,1,0,0,0,0,0,0,0,0,0,0
palestina juga toh,1,0,0,1,0,1,0,0,0,0,1,0
jokowi tidak hormat hadap muslim yang zalim,1,0,1,0,1,0,0,0,0,1,0,0
kenapa ya dia lucu banget beda banget sama juta sih uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
dear pak gubernur dan pak wakil gubernur bisa tidak datang opa wenger untuk latih pasca beliau out dari arsenal,0,0,0,0,0,0,0,0,0,0,0,0
ya bagaimana ya sudah beda saja yang biasa selalu ada cerita konyol sekarang,0,0,0,0,0,0,0,0,0,0,0,0
lepas 21 tahun sama arsenal arsene wenger kesah dia akan tinggal club london itu akhir musim ini terima kasih wenger,0,0,0,0,0,0,0,0,0,0,0,0
mohon dapat maklum kodok gampang meriang kurang oen lama di comberan,1,1,0,1,0,0,0,0,1,0,1,0
kalau benar setya novanto titip absen benar benar politis kocak bikin malu wakil rakyat pecat dia,1,0,1,0,0,0,0,0,1,1,0,0
nalar yang sehat sekali lagi tidak akan pikir jauh buruk itu dengan tuduh ganjar pranowo sebab baca puisi itu bagai anti islam percaya ganjar yasin,0,0,0,0,0,0,0,0,0,0,0,0
selamat datang,1,1,0,1,0,0,0,0,1,0,1,0
mas manusia suka pentil mimi peri,1,1,1,0,0,0,0,1,0,1,0,0
blokir jokowi mantap nyata di dunia maya sudah gambar tinggal realisasi di dunia nyata lengser jokowi,1,0,1,0,0,0,0,0,1,0,0,1
bila baca cerita cousin aku nih aku jadi malu dia buat cerita pasal agama aku sibuk buat cerita pasal makan kedai hipster ini adalah thread,0,0,0,0,0,0,0,0,0,0,0,0
hijab itu sama sekali bukan budaya arab justru balik budaya arab adalah umbar aurat hijab itu pun bukan budaya ia adalah syariat budaya adalah hasil cipta reka pikir manusia sedang syariat adalah perintah tuhan yang cipta,0,0,0,0,0,0,0,0,0,0,0,0
jadi kan aku tempat lampias nafsu mu sayang pepek mami selalu buka untuk sambut hadir mu sayang hypertext transfer protocol over secure socket layer,0,1,0,0,0,0,0,0,0,0,0,0
